species,n_cohorts,pooled_effect,pooled_se,z_score,p_value,Q_statistic,Q_pvalue,I2_heterogeneity,min_effect,max_effect,effect_range,p_adjusted,significant
s__GGB75160_SGB103632,4,-1.7888603393256366,0.16840985278997084,-10.622064622053793,0.0,23.98000834331623,2.5221197245572924e-05,87.48957899826516,-2.559918662152383,5.477708867147544,8.037627529299927,0.0,True
s__GGB69498_SGB93685,4,-1.9958935437069232,0.2142080603064598,-9.317546411892577,0.0,359.9758226653128,0.0,99.16661069685526,-4.214608902603672,6.4477163200669665,10.662325222670638,0.0,True
s__GGB68788_SGB92796,4,-1.9903382094216975,0.19869007837463845,-10.017300439475552,0.0,19.30442178787257,0.00023649944934489575,84.45951900053976,-2.34294633772108,2.8674780665837107,5.21042440430479,0.0,True
s__GGB67335_SGB103624,4,-2.6225092420045963,0.2211951287424232,-11.856089493989037,0.0,27.37117771713224,4.9213889202759376e-06,89.03956552033114,-3.371102922435433,6.856716933234504,10.227819855669937,0.0,True
s__GGB67319_SGB91067,4,-3.2970644590626548,0.2820997744990893,-11.687582753006769,0.0,25.283214798307625,1.3472044515405734e-05,88.13442031034435,-3.7373582751560743,6.8435227699293355,10.580881045085409,0.0,True
s__GGB67138_SGB90854,4,-2.738575552674288,0.2411224658570839,-11.357612584708194,0.0,24.21611782991241,2.2514638447379554e-05,87.61155681075222,-3.1095446992949896,2.291467353468108,5.401012052763098,0.0,True
s__GGB67134_SGB90850,4,-2.453650530643579,0.23218238716794637,-10.567772002743515,0.0,24.850959636004944,1.6588992529209534e-05,87.92803157728567,-2.916159571556894,3.461899919370533,6.378059490927427,0.0,True
s__GGB67109_SGB90821,4,-1.85276744208019,0.21986269976442513,-8.426929370308665,0.0,24.882266463176023,1.6340882057486183e-05,87.94322050830947,-2.3940299665331226,3.5002052438556355,5.894235210388758,0.0,True
s__GGB46355_SGB64133,4,-1.349055144080409,0.14724960056893893,-9.161689667530283,0.0,106.89201014529658,0.0,97.19342914786414,-2.4375384859453217,5.231629077659462,7.669167563604784,0.0,True
s__GGB89133_SGB125080,4,-1.6474672899166736,0.14667527894264404,-11.232071974179778,0.0,55.1831164022621,6.275535646693697e-12,94.56355458772708,-3.007160003557035,5.7420539290089865,8.749213932566022,0.0,True
s__GGB44435_SGB61857,4,3.9936960669287918,0.10587370722431082,37.72132072854964,0.0,1405.5091201699565,0.0,99.78655421320659,-4.37796828060072,5.919438366625322,10.29740664722604,0.0,True
s__GGB75522_SGB103289,4,-2.623496831720089,0.27819871762908044,-9.43029807642022,0.0,27.80515987963902,3.990629374062138e-06,89.21063567702475,-3.276233565518347,2.179165450081528,5.455399015599875,0.0,True
s__GGB75611_SGB103138,4,5.763499674101,0.08337813708180514,69.1248314704637,0.0,1775.3119438868807,0.0,99.83101561332191,-3.6898626136478176,7.10658472556114,10.796447339208957,0.0,True
s__Caedimonas_varicaedens,4,-2.26275618981173,0.21012296541460926,-10.768723853420388,0.0,79.75120243204216,0.0,96.23830123118663,-2.9086902787198445,3.676575110246006,6.58526538896585,0.0,True
s__Candidatus_Fonsibacter_ubiquis,4,-2.0651180000361786,0.1461421949920044,-14.130881229402387,0.0,317.62566541667337,0.0,99.05549194330236,-3.4805971635640427,8.360805110515626,11.84140227407967,0.0,True
s__GGB44257_SGB103370,4,-2.198298643766771,0.19809491744160304,-11.09719861649057,0.0,21.539305275789616,8.133381834563025e-05,86.07197418120988,-2.569362589079561,3.6359635607622147,6.205326149841776,0.0,True
s__GGB44403_SGB61822,4,-1.81780988948419,0.19556019320995727,-9.295398310087338,0.0,20.120667675396373,0.00016024332191311164,85.08995800537767,-2.2142949804800405,3.537356886035443,5.751651866515484,0.0,True
s__GGB40481_SGB57069,4,-1.7062384657809742,0.1967574788476329,-8.671784553116117,0.0,18.655410810910777,0.0003221185887313238,83.91887463424057,-2.0823179867230723,3.0022039613687634,5.084521948091836,0.0,True
s__GGB44499_SGB61930,4,-1.916092726125789,0.1834859648951147,-10.442720930841096,0.0,107.89679412385303,0.0,97.21956521103273,-2.7991048812726733,5.593179908969502,8.392284790242176,0.0,True
s__Rhodoluna_limnophila,4,-1.6486706570749576,0.1470243179121731,-11.21359160502831,0.0,158.23307927108303,0.0,98.10406268157088,-2.8242423399517183,6.391740639678652,9.21598297963037,0.0,True
s__GGB75334_SGB102785,4,-2.2181061752296944,0.18706264046775237,-11.857558354160368,0.0,29.469504217322573,1.7842513388988124e-06,89.8199848294816,-2.9754134975219895,4.731273128468417,7.7066866259904065,0.0,True
s__Burkholderiales_unclassified_SGB103074,4,-2.1208329103055243,0.19265277325830854,-11.0085771122636,0.0,68.3202862603132,9.769962616701378e-15,95.60891769602745,-2.747304014463153,5.159859220329438,7.907163234792591,0.0,True
s__Roseburia_faecis,4,-2.2723018735356044,0.2555194413636826,-8.892872735665625,0.0,42.493756147350965,3.151972238768508e-09,92.94013927693935,-3.3272630130447594,2.5137117069040142,5.840974719948774,0.0,True
s__Rhodoluna_lacicola,4,-1.4591850316591386,0.14691602305198034,-9.932102716548926,0.0,135.34240794778404,0.0,97.78339986299237,-2.6079155032397776,5.742760129542829,8.350675632782607,0.0,True
s__GGB32963_SGB71265,4,-1.5804607387961875,0.17649114464295476,-8.95490106312978,0.0,49.17799933117769,1.1954592871177283e-10,93.89971117003519,-3.198955647916039,5.5304484130215,8.72940406093754,0.0,True
s__Polynucleobacter_sp_MWH_CaK5,4,-2.118106577625161,0.1459879661842019,-14.50877516132129,0.0,350.2303996252973,0.0,99.14342101564866,-3.577591092617647,8.651786897676434,12.229377990294081,0.0,True
s__Polynucleobacter_sp_MWH_Jannik1A5,4,-2.0605134549278676,0.14664622780507047,-14.050913451840067,0.0,264.88920909232894,0.0,98.86745103347931,-3.385641746360376,8.075938858904625,11.461580605265,0.0,True
s__Polynucleobacter_sp_es_MAR_4,4,-1.6860588786394688,0.1433783562589192,-11.759507659543162,0.0,514.6990259884052,0.0,99.41713509283626,-3.4986798045242775,8.415053033396328,11.913732837920605,0.0,True
s__Polynucleobacter_sp_AP_Ainpum_60_G11,4,-2.1534151283587697,0.14616868714202916,-14.732397002829613,0.0,339.17722636454624,0.0,99.1155066535111,-3.5886179910610077,8.68486759300652,12.273485584067526,0.0,True
s__Polynucleobacter_sp_86C_FISCH,4,-1.6183205197682016,0.15952495103553843,-10.14462320322341,0.0,208.8352300922843,0.0,98.56346077303417,-3.116943478288595,6.335164985628822,9.452108463917417,0.0,True
s__Polynucleobacter_sp_80A_SIGWE,4,-1.6699195545776784,0.15936903012605713,-10.478319114176772,0.0,189.55563764573748,0.0,98.41735121294218,-3.0938762995346387,6.4576338908812705,9.55151019041591,0.0,True
s__Polynucleobacter_sp_AM_26B4,4,-2.0942049252729475,0.1460066573958832,-14.343215320618631,0.0,341.0182189956304,0.0,99.12028160582281,-3.5431485307607935,8.548459212105877,12.091607742866671,0.0,True
s__Polynucleobacter_sp_AM_7D1,4,-1.6346702883406496,0.14697874301333633,-11.121814317001782,0.0,158.6624497743792,0.0,98.10919344541443,-2.813306139711735,6.358932038958701,9.172238178670437,0.0,True
s__Polynucleobacter_sp_30F_ANTBAC,4,-1.771575121170711,0.15942476700362415,-11.112295501303372,0.0,285.8186513503029,0.0,98.95038340366278,-3.4350756912283287,7.00987732336571,10.444953014594038,0.0,True
s__Polynucleobacter_sp_31A_FELB,4,-2.11776909432682,0.1595623044150097,-13.272364685951514,0.0,345.3042258563465,0.0,99.13120090188295,-3.801887436751607,8.392281635043378,12.194169071794985,0.0,True
s__Polynucleobacter_difficilis,4,-2.117432756619346,0.15900944801332506,-13.316395868765635,0.0,271.78888950705414,0.0,98.89620212016719,-3.676957318265275,7.742153666505419,11.419110984770693,0.0,True
s__Candidatus_Methylopumilus_universalis,4,-2.1125160989671956,0.14595987383390654,-14.473266134575523,0.0,351.89232663027775,0.0,99.1474664910349,-3.5757171056152313,8.64616493666919,12.221882042284422,0.0,True
s__GGB42821_SGB52415,4,-2.371939285800366,0.22898432058030826,-10.358522713647945,0.0,31.342044861439526,7.201323189987008e-07,90.4281931403559,-2.9405795690020806,2.4863292270116246,5.426908796013706,0.0,True
s__GGB42821_SGB60031,4,-2.5516705601686995,0.22875547898961232,-11.154576805937705,0.0,35.926978241087355,7.75936090935403e-08,91.64972912592717,-3.147742370543539,3.199267675061125,6.347010045604664,0.0,True
s__GGB41936_SGB59041,4,-3.3126486859595676,0.2012356791760291,-16.461537534116193,0.0,223.92200807176448,0.0,98.66024781314103,-4.751501114159729,3.268987157216377,8.020488271376106,0.0,True
s__GGB40645_SGB64801,4,-1.6321187432442585,0.17571653559941688,-9.28836172234251,0.0,54.439255931182366,9.043321647084213e-12,94.48927075015068,-3.2726943648234585,5.725398894760197,8.998093259583655,0.0,True
s__GGB26809_SGB38996,4,-1.6187018327656872,0.14934317021194599,-10.838807228134005,0.0,52.43827909821614,2.415423416834983e-11,94.27898845730417,-2.523138160490395,5.488428101294681,8.011566261785076,0.0,True
s__GGB26951_SGB39152,4,-1.820583691511536,0.14629452900736223,-12.444646453046209,0.0,241.71202398572106,0.0,98.75885363477937,-3.143074688737993,7.348237686037472,10.491312374775465,0.0,True
s__GGB23780_SGB65296,4,-2.1254476891415623,0.2080242994742403,-10.21730487502378,0.0,18.045797690216123,0.00043038615664581226,83.37563098345878,-3.1459570610463063,3.8189128881689705,6.964869949215277,0.0,True
s__GGB24238_SGB79248,4,-1.5375446255678438,0.14702673704518748,-10.457585174425056,0.0,141.3496925571227,0.0,97.87760415623994,-2.6895418340045447,5.987639121837132,8.677180955841678,0.0,True
s__GGB26186_SGB38199,4,1.8940858201063846,0.13371026502872632,14.165597680174063,0.0,988.3336293734709,0.0,99.69645877557544,-2.962959189945648,5.746132365806577,8.709091555752225,0.0,True
s__Candidatus_Planktophila_limnetica,4,-1.9526655145497147,0.1468552654394903,-13.296530490112278,0.0,223.47829250968445,0.0,98.65758773869726,-3.218451290177077,7.574367490354728,10.792818780531805,0.0,True
s__Candidatus_Planktophila_sulfonica,4,-2.445825346886826,0.14640405848650054,-16.705994165539803,0.0,392.79869569975716,0.0,99.23625000977776,-3.9126499189662223,9.656963376722164,13.569613295688386,0.0,True
s__Candidatus_Planktophila_vernalis,4,-2.108771972233281,0.14641493021322535,-14.402711316135983,0.0,299.79558233070054,0.0,98.99931814315704,-3.486511995775983,8.378549607151443,11.865061602927426,0.0,True
s__Candidatus_Saccharimonas_aalborgensis,4,-1.5137669159828961,0.14995383119241154,-10.09488656572251,0.0,31.94248552950571,5.381586483110823e-07,90.60811971808249,-2.356776025160962,4.989341695306384,7.346117720467346,0.0,True
s__GGB25723_SGB59940,4,-1.662409455605434,0.14906927879360324,-11.151925259577833,0.0,63.943055875233256,8.43769498715119e-14,95.30832557353273,-2.5978178738788134,5.712467241459936,8.310285115338749,0.0,True
s__GGB25723_SGB106723,4,-2.051457347237866,0.14678705491195548,-13.9757374958463,0.0,249.62180304038284,0.0,98.79818190420062,-3.3506086041967387,7.970839432413712,11.32144803661045,0.0,True
s__Deefgea_tanakiae,4,-1.3200142401461519,0.14879560642555217,-8.871325382894305,0.0,56.29281752775404,3.637978807091713e-12,94.67072331470901,-2.254901871254845,4.683719233588031,6.938621104842875,0.0,True
s__GGB26028_SGB38032,4,-1.9292358765376285,0.16182328292234244,-11.92186835971837,0.0,141.4083905820933,0.0,97.87848515377992,-3.196256577777845,6.610530744627726,9.806787322405572,0.0,True
s__GGB26028_SGB38031,4,-1.815463975842371,0.1477723491459223,-12.285545884160209,0.0,137.72000283467602,0.0,97.82166719557702,-2.92214351631959,6.685444168782267,9.607587685101857,0.0,True
s__GGB25847_SGB37835,4,-1.728633434013616,0.18715078569213467,-9.236581228449872,0.0,27.15408196888342,5.4653122329995085e-06,88.95193730564053,-2.482071010841007,3.2236695141818914,5.7057405250228985,0.0,True
s__GGB25723_SGB84803,4,-1.9438001427116778,0.1469113658249654,-13.231107966333793,0.0,217.16326053788154,0.0,98.61855085774204,-3.198784200224858,7.515366220498072,10.71415042072293,0.0,True
s__GGB24407_SGB36248,4,-2.002281751421253,0.16857833929356825,-11.877455667269384,0.0,22.830012062392967,4.381525294216981e-05,86.85940247512269,-2.7635573681949803,6.088624985275336,8.852182353470317,0.0,True
s__GGB33037_SGB127733,4,-1.8738557190911094,0.14671738423223463,-12.77187246008311,0.0,55.52404124211184,5.307754236127948e-12,94.59693507012837,-3.2317735813655375,6.415894662434494,9.64766824380003,0.0,True
s__GGB32489_SGB48813,4,-1.958969218870865,0.1469627176725912,-13.329701912801632,0.0,215.87387308800444,0.0,98.61029963603933,-3.2091714733615606,7.546528039908179,10.75569951326974,0.0,True
s__Polynucleobacter_yangtzensis,4,-2.020606305771885,0.20431417926502463,-9.889701796716079,0.0,306.2935924427534,0.0,99.02054758113795,-3.853006921592005,8.170277447117234,12.02328436870924,0.0,True
s__Candidatus_Nanopelagicus_abundans,4,-1.8672692230429646,0.16232419762559444,-11.503332530556388,0.0,124.33305840968322,0.0,97.58712603198832,-3.1336405265134815,5.62220750081919,8.755848027332672,0.0,True
s__Candidatus_Nanopelagicus_SGB64093,4,-1.9405942954414468,0.14692055077545063,-13.208460526447373,0.0,215.80947542083186,0.0,98.60988494867988,-3.1934414509444187,7.499337972656752,10.69277942360117,0.0,True
s__GGB32349_SGB82186,4,-1.8743899949585137,0.14666727261834292,-12.779878983882416,0.0,223.10057943389415,0.0,98.65531501190524,-3.1517653660502982,7.374309717974392,10.52607508402469,0.0,True
s__Candidatus_Nanopelagicus_limnes,4,-1.5570848818990874,0.147234694794206,-10.575529660828026,0.0,133.69644952439663,0.0,97.75611094335564,-2.6874382377995554,5.981328333222161,8.668766571021717,0.0,True
s__GGB33037_SGB24024,4,-1.6322527229611143,0.14666991673563978,-11.128749230171808,0.0,55.230576887341975,6.1308735865850394e-12,94.56822620897239,-2.9922838578740394,5.697425491959999,8.689709349834038,0.0,True
s__GGB34383_SGB60872,4,-2.0626383443674317,0.14727117888312977,-14.00571625765475,0.0,209.16665385839715,0.0,98.56573696396609,-3.2850628435666693,7.7742021505235055,11.059264994090174,0.0,True
s__GGB32963_SGB54433,4,-1.6155853055060858,0.17515530553662484,-9.223730337807371,0.0,49.296947979993206,1.1277423439537415e-10,93.91443056227835,-3.2256961415691787,5.759358763498359,8.985054905067539,0.0,True
s__Candidatus_Planktophila_lacus,4,-1.9036070539029906,0.14697618054406264,-12.951806523046091,0.0,204.54425954184913,0.0,98.53332476466483,-3.1398975654359838,7.338706316131447,10.47860388156743,0.0,True
s__Candidatus_Nitrospira_nitrificans,4,-2.209514893857748,0.1605569182009478,-13.761567664698141,0.0,159.0158857120337,0.0,98.1133960380331,-3.6562275587652873,4.218834458917142,7.8750620176824295,0.0,True
s__GGB38373_SGB52357,4,-1.9180358082053108,0.1470088896094196,-13.047073638208152,0.0,204.64781996914277,0.0,98.53406696418641,-3.152384657411579,7.376167592058233,10.528552249469811,0.0,True
s__GGB35558_SGB64496,4,-1.6186824233076402,0.14915115412483776,-10.852630895184506,0.0,59.026418120957175,9.489076191471213e-13,94.91752998826324,-2.5425816540339725,5.546758581925412,8.089340235959385,0.0,True
s__GGB34754_SGB82226,4,-2.128480253442298,0.14687936833629758,-14.491349449222113,0.0,257.1719849592853,0.0,98.83346547234724,-3.4292298740144007,8.206703241866695,11.635933115881095,0.0,True
s__GGB26613_SGB38793,4,-1.6806316813062945,0.1481768790186664,-11.342064244007858,0.0,102.42656495733556,0.0,97.07107233240751,-2.717603644084359,6.071824552076572,8.789428196160932,0.0,True
s__GGB24856_SGB81948,4,-2.1246595380353166,0.1462971556111244,-14.52290394273228,0.0,316.67699363967876,0.0,99.05266247303918,-3.528020104849663,8.503073934372484,12.031094039222147,0.0,True
s__GGB26653_SGB38834,4,-1.5581621102824452,0.1783748380750758,-8.73532459565084,0.0,49.90138278004623,8.385014904632726e-11,93.9881425466238,-3.2174720126374163,2.785261922494681,6.002733935132097,0.0,True
s__GGB26682_SGB64469,4,-3.020759022294832,0.19843347305267015,-15.223031557246559,0.0,28.43047506963752,2.9496719385901926e-06,89.4479427703835,-3.378122235388213,6.8823944598102065,10.260516695198419,0.0,True
s__Polynucleobacter_asymbioticus,4,-1.875377959894037,0.14620951903394688,-12.826647487012199,0.0,261.9427429963835,0.0,98.85471154280407,-3.2264969855107166,7.598504576355644,10.825001561866362,0.0,True
s__Phycicoccus_elongatus,4,-1.2937340520128446,0.149849122277516,-8.633577777098278,0.0,31.681067929559784,6.10934732470092e-07,90.53062224205873,-2.140476701291167,4.340443723696998,6.480920424988165,0.0,True
s__Phocaeicola_paurosaccharolyticus,4,1.9147989659828102,0.12422398851534303,15.41408377614853,0.0,572.796054714413,0.0,99.47625337582052,-2.4503861523821544,3.9640393024947884,6.414425454876943,0.0,True
s__Escherichia_coli,4,-2.8361263408980895,0.2149408402006866,-13.194916044107982,0.0,27.81833289071827,3.9653092408498125e-06,89.21574484069474,-3.125945551224954,3.886019735347031,7.011965286571985,0.0,True
s__Dorea_longicatena,4,-2.2492251917730357,0.26100076040546744,-8.617695934214293,0.0,40.75011097266931,7.387893186105998e-09,92.6380568582695,-3.233100549959419,2.4155509411113267,5.648651491070746,0.0,True
s__Limnohabitans_sp_T6_20,4,-1.5207391896326605,0.1459531824362792,-10.419363005644572,0.0,199.18894638896407,0.0,98.49389232967688,-2.809717527370408,6.348166201934719,9.157883729305127,0.0,True
s__Limnohabitans_sp_Rim47,4,-2.681519752079696,0.14595256766836626,-18.3725424973177,0.0,545.353433020669,0.0,99.44989802605932,-4.314895498226304,10.863700114502407,15.17859561272871,0.0,True
s__Limnohabitans_sp_Rim28,4,-1.5104203314253395,0.14697278295884436,-10.2768710030366,0.0,140.0840474440869,0.0,97.8584285257767,-2.66332996307162,5.909003509038357,8.572333472109976,0.0,True
s__Limnohabitans_sp_Rim11,4,-2.16576884164974,0.14606024892422706,-14.82791421759999,0.0,355.6723356871783,0.0,99.15652703373631,-3.6252153947412777,8.79465980404733,12.419875198788606,0.0,True
s__Limnohabitans_sp_MMS_10A_178,4,-1.7215312534292448,0.14640568971035306,-11.758636271821798,0.0,211.46315850135375,0.0,98.58131316052352,-3.000891326349067,6.921687598870699,9.922578925219767,0.0,True
s__Limnohabitans_sp_MMS_10A_160,4,-1.670785145259914,0.14581271428916776,-11.458432506417134,0.0,244.4286638752715,0.0,98.77264803872148,-3.0259249734084417,6.996788540048821,10.022713513457262,0.0,True
s__Erythrobacter_ramosus,4,-1.966040134014439,0.1652719581317221,-11.895787744267547,0.0,43.19975277483382,2.2320240100626165e-09,93.0555158136283,-2.979903835963196,2.964041419797443,5.943945255760639,0.0,True
s__Limnohabitans_sp_Jir61,4,-1.3757019058727389,0.14645162344832882,-9.393558592801227,0.0,144.13176569337622,0.0,97.91857125626133,-2.560210038243179,5.599643734553034,8.159853772796213,0.0,True
s__Limnohabitans_sp_Hippo3,4,-1.8980993255992056,0.1463785596888077,-12.967058356322498,0.0,252.4139906984406,0.0,98.81147634023817,-3.227508197396621,7.601538212013359,10.82904640940998,0.0,True
s__Limnohabitans_sp_Bal53,4,-1.579180551171351,0.14617514752670818,-10.803345013780906,0.0,197.48790922974146,0.0,98.48091966151202,-2.8537792291559936,6.4803513072914765,9.33413053644747,0.0,True
s__Limnohabitans_sp_G3_2,4,-2.1890875164597627,0.14576081828883847,-15.01835364371984,0.0,401.0477222022464,0.0,99.25195934700083,-3.714810144821054,9.063444054286657,12.778254199107712,0.0,True
s__Limnohabitans_sp_2KL_51,4,-1.293439162994046,0.14782848785688388,-8.749593408858068,0.0,81.66250666836173,0.0,96.32634348075642,-2.3138515358054517,4.860568227239852,7.174419763045304,0.0,True
s__Limnohabitans_sp_2KL_3,4,-2.1143016721680263,0.14571419594469553,-14.509922375514392,0.0,382.4564746245638,0.0,99.21559701585784,-3.6257520170533897,8.796269670983667,12.422021688037058,0.0,True
s__Limnohabitans_sp_2KL_27,4,-1.9763099409605884,0.1459394465648379,-13.541985991310133,0.0,314.5696227923526,0.0,99.04631605131806,-3.402861771928426,8.127598935608777,11.530460707537204,0.0,True
s__Limnohabitans_sp_63ED37_2,4,-2.2845700269536238,0.14584420496860148,-15.664455282576805,0.0,421.49331996530833,0.0,99.28824494769053,-3.822699489639491,9.387112088741969,13.209811578381458,0.0,True
s__Limnohabitans_sp_2KL_1,4,-1.3500995741275286,0.1472639422347645,-9.167889665585847,0.0,106.47533769044753,0.0,97.18244612783309,-2.43725550321169,5.230780129458567,7.668035632670257,0.0,True
s__Limnohabitans_sp_15K,4,-1.472323147375167,0.14669242163600094,-10.036804430351244,0.0,148.21572596770716,0.0,97.97592328316523,-2.6512024879324008,5.8726210836206985,8.523823571553098,0.0,True
s__Limnohabitans_parvus,4,-2.1586239557693343,0.15939678977801083,-13.542455646538508,0.0,351.5930942119021,0.0,99.14674092028898,-3.839527277950432,8.577436971097251,12.416964249047684,0.0,True
s__Limnohabitans_curvus,4,-1.5905640987938698,0.15982244211314361,-9.952069795478764,0.0,167.47559497717435,0.0,98.20869422771187,-2.978173797571118,6.041196590936448,9.019370388507566,0.0,True
s__GGB23686_SGB82209,4,-1.6803438987784851,0.14677795795806045,-11.4482032735366,0.0,178.37810185569694,0.0,98.31817921101833,-2.8962271103249613,6.607694950798379,9.50392206112334,0.0,True
s__GGB23683_SGB35384,4,-1.6693385194894483,0.14808872665048403,-11.272556373783852,0.0,105.48766665246993,0.0,97.15606563762233,-2.7152557883810617,6.06478098496668,8.780036773347742,0.0,True
s__GGB16269_SGB62104,4,-1.825548739395763,0.14696157458556774,-12.421945971549489,0.0,191.62439628834514,0.0,98.4344373377773,-3.0473462313613053,7.061052313907412,10.108398545268717,0.0,True
s__GGB25672_SGB61746,4,-1.7008938870579724,0.146675481656281,-11.596306811821783,0.0,188.72854089623286,0.0,98.41041530562701,-2.9359444842947617,6.726847072707783,9.662791557002546,0.0,True
s__Sphingorhabdus_rigui,4,-2.347554261748865,0.1592565512145481,-14.74070764339405,0.0,431.47823939386683,0.0,99.304715805781,-4.129235115724526,9.44407523762306,13.573310353347587,0.0,True
s__Sphingorhabdus_wooponensis,4,-1.4504873874780433,0.14891862286074753,-9.74013430700592,0.0,59.04037862407481,9.423573033018329e-13,94.91873177321276,-2.3850666495039223,5.074213568335263,7.459280217839185,0.0,True
s__Aeromonas_caviae,4,-2.986751180821988,0.21653340831271028,-13.793488977500516,0.0,23.096540760001762,3.855445549372227e-05,87.01104190807935,-3.2376994295697825,3.0787958311667074,6.31649526073649,0.0,True
s__Nitrospira_sp_SCGC_AG_212_E16,4,-1.3716327888525184,0.1465931929233,-9.356729064290041,0.0,54.94766338195668,7.045031225061393e-12,94.54025919328697,-2.7347620339632432,4.9248600202276105,7.659622054190853,0.0,True
